id,text,cluster,cluster_size
4453,"Fire detection: Lat=-8.273, Lon=123.503, Brightness=344.5, Confidence=60.0%, Date=2025-09-04 1645, Satellite=N",3,2051
4454,"Fire detection: Lat=-8.269, Lon=123.504, Brightness=320.5, Confidence=60.0%, Date=2025-09-04 1645, Satellite=N",0,2435
4455,"Fire detection: Lat=-21.477, Lon=125.021, Brightness=298.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4456,"Fire detection: Lat=-21.465, Lon=124.968, Brightness=298.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4457,"Fire detection: Lat=-21.461, Lon=124.968, Brightness=323.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4458,"Fire detection: Lat=-21.461, Lon=124.965, Brightness=314.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4459,"Fire detection: Lat=-21.455, Lon=124.970, Brightness=322.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4460,"Fire detection: Lat=-21.452, Lon=124.974, Brightness=298.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4461,"Fire detection: Lat=-21.451, Lon=124.970, Brightness=320.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4462,"Fire detection: Lat=-21.448, Lon=124.975, Brightness=329.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4463,"Fire detection: Lat=-21.304, Lon=130.803, Brightness=301.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4464,"Fire detection: Lat=-21.298, Lon=130.815, Brightness=306.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4465,"Fire detection: Lat=-21.294, Lon=130.815, Brightness=317.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",4,1714
4466,"Fire detection: Lat=-21.290, Lon=130.816, Brightness=322.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4467,"Fire detection: Lat=-21.287, Lon=130.822, Brightness=299.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4468,"Fire detection: Lat=-21.286, Lon=130.816, Brightness=321.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4469,"Fire detection: Lat=-21.282, Lon=130.817, Brightness=308.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4470,"Fire detection: Lat=-21.278, Lon=130.818, Brightness=303.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",4,1714
4471,"Fire detection: Lat=-21.278, Lon=130.819, Brightness=306.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",4,1714
4472,"Fire detection: Lat=-21.275, Lon=130.823, Brightness=324.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4473,"Fire detection: Lat=-21.274, Lon=130.820, Brightness=320.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4474,"Fire detection: Lat=-21.271, Lon=130.824, Brightness=312.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4475,"Fire detection: Lat=-21.270, Lon=130.820, Brightness=303.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4476,"Fire detection: Lat=-21.267, Lon=130.824, Brightness=298.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4477,"Fire detection: Lat=-21.266, Lon=130.821, Brightness=305.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",2,1924
4478,"Fire detection: Lat=-21.264, Lon=124.562, Brightness=321.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4479,"Fire detection: Lat=-21.263, Lon=124.558, Brightness=310.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4480,"Fire detection: Lat=-21.263, Lon=130.820, Brightness=300.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4481,"Fire detection: Lat=-21.263, Lon=124.554, Brightness=303.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4482,"Fire detection: Lat=-21.262, Lon=130.822, Brightness=305.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4483,"Fire detection: Lat=-21.259, Lon=130.822, Brightness=326.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4484,"Fire detection: Lat=-21.255, Lon=130.823, Brightness=320.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4485,"Fire detection: Lat=-21.251, Lon=130.823, Brightness=303.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4486,"Fire detection: Lat=-21.230, Lon=130.816, Brightness=298.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4487,"Fire detection: Lat=-21.226, Lon=130.812, Brightness=319.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4488,"Fire detection: Lat=-21.163, Lon=124.709, Brightness=300.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4489,"Fire detection: Lat=-21.156, Lon=124.710, Brightness=301.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4490,"Fire detection: Lat=-21.153, Lon=124.711, Brightness=304.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4491,"Fire detection: Lat=-21.147, Lon=124.700, Brightness=302.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4492,"Fire detection: Lat=-21.095, Lon=124.661, Brightness=306.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4493,"Fire detection: Lat=-21.095, Lon=124.657, Brightness=318.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4494,"Fire detection: Lat=-21.091, Lon=124.658, Brightness=298.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4495,"Fire detection: Lat=-21.091, Lon=124.654, Brightness=304.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4496,"Fire detection: Lat=-21.087, Lon=124.650, Brightness=299.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4497,"Fire detection: Lat=-21.086, Lon=124.647, Brightness=309.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4498,"Fire detection: Lat=-21.074, Lon=124.637, Brightness=300.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4499,"Fire detection: Lat=-21.060, Lon=124.493, Brightness=330.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4500,"Fire detection: Lat=-21.057, Lon=124.494, Brightness=327.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4501,"Fire detection: Lat=-21.053, Lon=124.495, Brightness=320.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4502,"Fire detection: Lat=-21.027, Lon=124.524, Brightness=301.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4503,"Fire detection: Lat=-21.020, Lon=124.526, Brightness=318.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4504,"Fire detection: Lat=-21.016, Lon=124.526, Brightness=322.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4505,"Fire detection: Lat=-21.015, Lon=124.518, Brightness=304.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4506,"Fire detection: Lat=-21.012, Lon=124.519, Brightness=311.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4507,"Fire detection: Lat=-21.011, Lon=124.454, Brightness=297.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4508,"Fire detection: Lat=-21.010, Lon=124.471, Brightness=310.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4509,"Fire detection: Lat=-21.010, Lon=124.491, Brightness=305.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4510,"Fire detection: Lat=-21.010, Lon=124.405, Brightness=331.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4511,"Fire detection: Lat=-21.010, Lon=124.467, Brightness=322.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4512,"Fire detection: Lat=-21.010, Lon=124.487, Brightness=312.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4513,"Fire detection: Lat=-21.009, Lon=124.401, Brightness=308.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4514,"Fire detection: Lat=-21.009, Lon=124.463, Brightness=322.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4515,"Fire detection: Lat=-21.009, Lon=124.483, Brightness=298.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4516,"Fire detection: Lat=-21.009, Lon=124.503, Brightness=298.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4517,"Fire detection: Lat=-21.009, Lon=124.418, Brightness=322.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4518,"Fire detection: Lat=-21.008, Lon=124.499, Brightness=322.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4519,"Fire detection: Lat=-21.008, Lon=124.414, Brightness=315.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4520,"Fire detection: Lat=-21.008, Lon=124.455, Brightness=304.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4521,"Fire detection: Lat=-21.008, Lon=124.475, Brightness=299.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4522,"Fire detection: Lat=-21.007, Lon=124.410, Brightness=310.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4523,"Fire detection: Lat=-21.007, Lon=124.451, Brightness=302.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4524,"Fire detection: Lat=-21.007, Lon=124.471, Brightness=316.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4525,"Fire detection: Lat=-21.007, Lon=124.492, Brightness=321.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4526,"Fire detection: Lat=-21.007, Lon=124.406, Brightness=320.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4527,"Fire detection: Lat=-21.005, Lon=124.504, Brightness=306.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4528,"Fire detection: Lat=-21.005, Lon=124.418, Brightness=304.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4529,"Fire detection: Lat=-20.613, Lon=116.764, Brightness=304.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4530,"Fire detection: Lat=-20.594, Lon=116.779, Brightness=306.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4531,"Fire detection: Lat=-20.593, Lon=116.776, Brightness=304.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4532,"Fire detection: Lat=-19.605, Lon=127.632, Brightness=298.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4533,"Fire detection: Lat=-18.936, Lon=131.090, Brightness=300.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4534,"Fire detection: Lat=-18.933, Lon=131.095, Brightness=311.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4535,"Fire detection: Lat=-18.916, Lon=130.916, Brightness=296.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4536,"Fire detection: Lat=-18.915, Lon=130.919, Brightness=302.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4537,"Fire detection: Lat=-18.913, Lon=130.921, Brightness=311.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4538,"Fire detection: Lat=-18.909, Lon=130.922, Brightness=308.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4539,"Fire detection: Lat=-18.905, Lon=130.922, Brightness=304.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4540,"Fire detection: Lat=-18.790, Lon=131.010, Brightness=314.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4541,"Fire detection: Lat=-18.786, Lon=131.010, Brightness=309.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4542,"Fire detection: Lat=-18.774, Lon=131.007, Brightness=300.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4543,"Fire detection: Lat=-18.751, Lon=131.398, Brightness=301.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4544,"Fire detection: Lat=-18.748, Lon=131.403, Brightness=300.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",2,1924
4545,"Fire detection: Lat=-18.747, Lon=131.398, Brightness=310.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4546,"Fire detection: Lat=-18.746, Lon=131.026, Brightness=317.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4547,"Fire detection: Lat=-18.744, Lon=131.404, Brightness=308.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4548,"Fire detection: Lat=-18.743, Lon=131.394, Brightness=308.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4549,"Fire detection: Lat=-18.740, Lon=131.405, Brightness=328.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4550,"Fire detection: Lat=-18.740, Lon=131.400, Brightness=308.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4551,"Fire detection: Lat=-18.736, Lon=131.405, Brightness=329.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4552,"Fire detection: Lat=-18.736, Lon=131.400, Brightness=300.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4553,"Fire detection: Lat=-18.733, Lon=131.406, Brightness=335.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4554,"Fire detection: Lat=-18.732, Lon=131.401, Brightness=304.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4555,"Fire detection: Lat=-18.731, Lon=131.396, Brightness=296.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4556,"Fire detection: Lat=-18.729, Lon=131.406, Brightness=327.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4557,"Fire detection: Lat=-18.728, Lon=131.401, Brightness=317.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",2,1924
4558,"Fire detection: Lat=-18.727, Lon=131.396, Brightness=320.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4559,"Fire detection: Lat=-18.725, Lon=131.407, Brightness=327.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4560,"Fire detection: Lat=-18.724, Lon=131.402, Brightness=335.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",4,1714
4561,"Fire detection: Lat=-18.724, Lon=131.397, Brightness=306.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4562,"Fire detection: Lat=-18.721, Lon=131.407, Brightness=338.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4563,"Fire detection: Lat=-18.720, Lon=131.402, Brightness=346.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4564,"Fire detection: Lat=-18.633, Lon=130.958, Brightness=299.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4565,"Fire detection: Lat=-18.101, Lon=124.370, Brightness=337.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4566,"Fire detection: Lat=-18.100, Lon=124.366, Brightness=311.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4567,"Fire detection: Lat=-18.097, Lon=124.371, Brightness=315.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4568,"Fire detection: Lat=-18.097, Lon=124.367, Brightness=302.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4569,"Fire detection: Lat=-18.094, Lon=124.372, Brightness=333.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4570,"Fire detection: Lat=-18.093, Lon=124.367, Brightness=311.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4571,"Fire detection: Lat=-18.026, Lon=124.169, Brightness=322.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4572,"Fire detection: Lat=-18.025, Lon=124.164, Brightness=324.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4573,"Fire detection: Lat=-18.024, Lon=124.182, Brightness=302.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4574,"Fire detection: Lat=-18.024, Lon=124.178, Brightness=321.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4575,"Fire detection: Lat=-18.023, Lon=124.173, Brightness=313.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4576,"Fire detection: Lat=-18.022, Lon=124.169, Brightness=299.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4577,"Fire detection: Lat=-18.019, Lon=124.131, Brightness=311.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4578,"Fire detection: Lat=-18.019, Lon=124.192, Brightness=337.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4579,"Fire detection: Lat=-18.019, Lon=124.148, Brightness=304.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4580,"Fire detection: Lat=-18.018, Lon=124.126, Brightness=302.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4581,"Fire detection: Lat=-18.018, Lon=124.187, Brightness=367.0, Confidence=80.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4582,"Fire detection: Lat=-18.018, Lon=124.122, Brightness=328.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4583,"Fire detection: Lat=-18.017, Lon=124.183, Brightness=302.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4584,"Fire detection: Lat=-18.015, Lon=124.192, Brightness=313.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4585,"Fire detection: Lat=-18.015, Lon=124.127, Brightness=313.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4586,"Fire detection: Lat=-18.015, Lon=124.188, Brightness=353.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4587,"Fire detection: Lat=-18.014, Lon=124.123, Brightness=322.5, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4588,"Fire detection: Lat=-18.014, Lon=124.184, Brightness=308.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4589,"Fire detection: Lat=-18.014, Lon=124.140, Brightness=305.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4590,"Fire detection: Lat=-18.012, Lon=124.175, Brightness=299.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4591,"Fire detection: Lat=-18.011, Lon=124.189, Brightness=328.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4592,"Fire detection: Lat=-18.010, Lon=124.185, Brightness=309.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4593,"Fire detection: Lat=-18.006, Lon=124.181, Brightness=301.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4594,"Fire detection: Lat=-18.005, Lon=124.177, Brightness=299.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4595,"Fire detection: Lat=-17.997, Lon=124.174, Brightness=314.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4596,"Fire detection: Lat=-17.988, Lon=124.174, Brightness=311.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4597,"Fire detection: Lat=-17.797, Lon=137.962, Brightness=304.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4598,"Fire detection: Lat=-17.792, Lon=137.745, Brightness=299.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4599,"Fire detection: Lat=-17.792, Lon=137.966, Brightness=299.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4600,"Fire detection: Lat=-17.785, Lon=137.958, Brightness=298.0, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4601,"Fire detection: Lat=-17.785, Lon=137.954, Brightness=300.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4602,"Fire detection: Lat=-17.772, Lon=137.721, Brightness=301.3, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4603,"Fire detection: Lat=-17.772, Lon=137.717, Brightness=311.7, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4604,"Fire detection: Lat=-17.761, Lon=137.786, Brightness=305.9, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4605,"Fire detection: Lat=-17.747, Lon=130.395, Brightness=346.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4606,"Fire detection: Lat=-17.747, Lon=130.390, Brightness=367.0, Confidence=80.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4607,"Fire detection: Lat=-17.746, Lon=130.386, Brightness=306.1, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4608,"Fire detection: Lat=-17.744, Lon=130.395, Brightness=339.6, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",0,2435
4609,"Fire detection: Lat=-17.743, Lon=130.391, Brightness=313.4, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4610,"Fire detection: Lat=-17.743, Lon=130.387, Brightness=332.2, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
4611,"Fire detection: Lat=-17.739, Lon=130.387, Brightness=310.8, Confidence=60.0%, Date=2025-09-04 1648, Satellite=N",3,2051
