id,text,cluster,cluster_size
12465,"Fire detection: Lat=-16.543, Lon=129.785, Brightness=353.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12466,"Fire detection: Lat=-16.543, Lon=130.570, Brightness=349.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12467,"Fire detection: Lat=-16.542, Lon=130.231, Brightness=351.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12468,"Fire detection: Lat=-16.542, Lon=129.789, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12469,"Fire detection: Lat=-16.542, Lon=130.487, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12470,"Fire detection: Lat=-16.542, Lon=130.291, Brightness=353.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12471,"Fire detection: Lat=-16.541, Lon=129.752, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12472,"Fire detection: Lat=-16.541, Lon=129.733, Brightness=354.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12473,"Fire detection: Lat=-16.541, Lon=129.755, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12474,"Fire detection: Lat=-16.540, Lon=130.543, Brightness=350.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12475,"Fire detection: Lat=-16.540, Lon=130.566, Brightness=345.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12476,"Fire detection: Lat=-16.540, Lon=130.227, Brightness=351.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12477,"Fire detection: Lat=-16.540, Lon=129.785, Brightness=356.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12478,"Fire detection: Lat=-16.540, Lon=130.547, Brightness=347.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12479,"Fire detection: Lat=-16.539, Lon=130.569, Brightness=344.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12480,"Fire detection: Lat=-16.539, Lon=139.336, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",4,1714
12481,"Fire detection: Lat=-16.539, Lon=139.335, Brightness=330.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12482,"Fire detection: Lat=-16.539, Lon=129.766, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12483,"Fire detection: Lat=-16.538, Lon=139.340, Brightness=336.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12484,"Fire detection: Lat=-16.538, Lon=139.338, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12485,"Fire detection: Lat=-16.538, Lon=129.729, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12486,"Fire detection: Lat=-16.537, Lon=129.733, Brightness=353.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12487,"Fire detection: Lat=-16.537, Lon=130.542, Brightness=347.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12488,"Fire detection: Lat=-16.536, Lon=130.569, Brightness=348.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12489,"Fire detection: Lat=-16.536, Lon=139.272, Brightness=342.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12490,"Fire detection: Lat=-16.536, Lon=130.252, Brightness=351.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12491,"Fire detection: Lat=-16.535, Lon=139.275, Brightness=351.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12492,"Fire detection: Lat=-16.535, Lon=129.728, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12493,"Fire detection: Lat=-16.535, Lon=139.273, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",1,3468
12494,"Fire detection: Lat=-16.533, Lon=130.542, Brightness=349.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12495,"Fire detection: Lat=-16.533, Lon=139.337, Brightness=333.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12496,"Fire detection: Lat=-16.533, Lon=129.762, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12497,"Fire detection: Lat=-16.533, Lon=130.568, Brightness=336.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12498,"Fire detection: Lat=-16.530, Lon=130.248, Brightness=350.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12499,"Fire detection: Lat=-16.526, Lon=130.247, Brightness=349.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12500,"Fire detection: Lat=-16.525, Lon=130.254, Brightness=346.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12501,"Fire detection: Lat=-16.523, Lon=129.760, Brightness=355.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12502,"Fire detection: Lat=-16.519, Lon=129.941, Brightness=346.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12503,"Fire detection: Lat=-16.518, Lon=130.253, Brightness=351.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12504,"Fire detection: Lat=-16.517, Lon=129.933, Brightness=355.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12505,"Fire detection: Lat=-16.516, Lon=129.725, Brightness=356.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12506,"Fire detection: Lat=-16.515, Lon=129.788, Brightness=356.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12507,"Fire detection: Lat=-16.514, Lon=129.717, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12508,"Fire detection: Lat=-16.513, Lon=129.932, Brightness=354.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12509,"Fire detection: Lat=-16.513, Lon=129.721, Brightness=351.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12510,"Fire detection: Lat=-16.512, Lon=129.788, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12511,"Fire detection: Lat=-16.512, Lon=129.810, Brightness=349.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12512,"Fire detection: Lat=-16.511, Lon=129.769, Brightness=348.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12513,"Fire detection: Lat=-16.511, Lon=129.813, Brightness=350.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12514,"Fire detection: Lat=-16.511, Lon=129.773, Brightness=348.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12515,"Fire detection: Lat=-16.510, Lon=129.720, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12516,"Fire detection: Lat=-16.510, Lon=129.802, Brightness=350.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12517,"Fire detection: Lat=-16.509, Lon=129.783, Brightness=353.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12518,"Fire detection: Lat=-16.509, Lon=129.806, Brightness=352.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12519,"Fire detection: Lat=-16.508, Lon=129.787, Brightness=356.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12520,"Fire detection: Lat=-16.508, Lon=129.712, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12521,"Fire detection: Lat=-16.507, Lon=130.259, Brightness=351.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12522,"Fire detection: Lat=-16.507, Lon=129.783, Brightness=351.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12523,"Fire detection: Lat=-16.507, Lon=129.786, Brightness=354.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12524,"Fire detection: Lat=-16.506, Lon=129.771, Brightness=348.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12525,"Fire detection: Lat=-16.504, Lon=129.816, Brightness=344.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12526,"Fire detection: Lat=-16.504, Lon=129.715, Brightness=353.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12527,"Fire detection: Lat=-16.500, Lon=129.911, Brightness=353.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12528,"Fire detection: Lat=-16.497, Lon=129.904, Brightness=348.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12529,"Fire detection: Lat=-16.497, Lon=129.926, Brightness=348.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12530,"Fire detection: Lat=-16.497, Lon=129.714, Brightness=356.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12531,"Fire detection: Lat=-16.497, Lon=129.907, Brightness=351.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12532,"Fire detection: Lat=-16.496, Lon=129.911, Brightness=348.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12533,"Fire detection: Lat=-16.496, Lon=129.915, Brightness=345.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12534,"Fire detection: Lat=-16.495, Lon=129.918, Brightness=347.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12535,"Fire detection: Lat=-16.495, Lon=129.922, Brightness=351.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12536,"Fire detection: Lat=-16.494, Lon=129.710, Brightness=354.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12537,"Fire detection: Lat=-16.494, Lon=129.903, Brightness=352.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12538,"Fire detection: Lat=-16.494, Lon=129.925, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12539,"Fire detection: Lat=-16.494, Lon=129.714, Brightness=350.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12540,"Fire detection: Lat=-16.493, Lon=129.910, Brightness=353.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12541,"Fire detection: Lat=-16.493, Lon=129.810, Brightness=355.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12542,"Fire detection: Lat=-16.492, Lon=129.936, Brightness=349.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12543,"Fire detection: Lat=-16.492, Lon=129.702, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12544,"Fire detection: Lat=-16.492, Lon=130.074, Brightness=351.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12545,"Fire detection: Lat=-16.491, Lon=129.921, Brightness=350.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12546,"Fire detection: Lat=-16.491, Lon=129.710, Brightness=356.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12547,"Fire detection: Lat=-16.490, Lon=130.641, Brightness=353.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12548,"Fire detection: Lat=-16.489, Lon=129.702, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12549,"Fire detection: Lat=-16.489, Lon=130.671, Brightness=347.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12550,"Fire detection: Lat=-16.488, Lon=129.917, Brightness=349.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12551,"Fire detection: Lat=-16.488, Lon=130.652, Brightness=352.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12552,"Fire detection: Lat=-16.488, Lon=129.705, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12553,"Fire detection: Lat=-16.488, Lon=130.675, Brightness=355.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12554,"Fire detection: Lat=-16.488, Lon=130.073, Brightness=356.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12555,"Fire detection: Lat=-16.488, Lon=130.655, Brightness=349.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12556,"Fire detection: Lat=-16.488, Lon=129.709, Brightness=350.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12557,"Fire detection: Lat=-16.488, Lon=130.678, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12558,"Fire detection: Lat=-16.487, Lon=130.636, Brightness=357.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12559,"Fire detection: Lat=-16.487, Lon=130.640, Brightness=355.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12560,"Fire detection: Lat=-16.487, Lon=129.805, Brightness=355.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12561,"Fire detection: Lat=-16.487, Lon=129.916, Brightness=349.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12562,"Fire detection: Lat=-16.486, Lon=130.644, Brightness=344.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12563,"Fire detection: Lat=-16.486, Lon=129.897, Brightness=351.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12564,"Fire detection: Lat=-16.486, Lon=130.667, Brightness=343.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12565,"Fire detection: Lat=-16.485, Lon=129.701, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12566,"Fire detection: Lat=-16.485, Lon=130.670, Brightness=341.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12567,"Fire detection: Lat=-16.485, Lon=129.705, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12568,"Fire detection: Lat=-16.485, Lon=130.072, Brightness=349.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12569,"Fire detection: Lat=-16.485, Lon=130.632, Brightness=348.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12570,"Fire detection: Lat=-16.484, Lon=130.655, Brightness=349.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12571,"Fire detection: Lat=-16.484, Lon=129.708, Brightness=346.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12572,"Fire detection: Lat=-16.484, Lon=130.678, Brightness=342.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12573,"Fire detection: Lat=-16.484, Lon=130.636, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12574,"Fire detection: Lat=-16.484, Lon=130.681, Brightness=343.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12575,"Fire detection: Lat=-16.483, Lon=130.640, Brightness=352.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12576,"Fire detection: Lat=-16.483, Lon=129.950, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12577,"Fire detection: Lat=-16.483, Lon=129.804, Brightness=351.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12578,"Fire detection: Lat=-16.483, Lon=130.590, Brightness=342.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12579,"Fire detection: Lat=-16.483, Lon=129.953, Brightness=351.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12580,"Fire detection: Lat=-16.483, Lon=130.635, Brightness=353.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12581,"Fire detection: Lat=-16.483, Lon=129.897, Brightness=346.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12582,"Fire detection: Lat=-16.483, Lon=129.919, Brightness=348.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12583,"Fire detection: Lat=-16.482, Lon=130.639, Brightness=348.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12584,"Fire detection: Lat=-16.482, Lon=129.701, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12585,"Fire detection: Lat=-16.482, Lon=130.651, Brightness=347.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12586,"Fire detection: Lat=-16.482, Lon=129.949, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12587,"Fire detection: Lat=-16.482, Lon=130.673, Brightness=355.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12588,"Fire detection: Lat=-16.481, Lon=130.654, Brightness=356.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12589,"Fire detection: Lat=-16.481, Lon=130.677, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12590,"Fire detection: Lat=-16.480, Lon=130.658, Brightness=349.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12591,"Fire detection: Lat=-16.480, Lon=130.650, Brightness=350.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",0,2435
12592,"Fire detection: Lat=-16.480, Lon=130.681, Brightness=354.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12593,"Fire detection: Lat=-16.480, Lon=129.804, Brightness=357.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12594,"Fire detection: Lat=-16.480, Lon=130.654, Brightness=351.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12595,"Fire detection: Lat=-16.480, Lon=130.589, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12596,"Fire detection: Lat=-16.479, Lon=130.635, Brightness=353.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12597,"Fire detection: Lat=-16.479, Lon=130.657, Brightness=344.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12598,"Fire detection: Lat=-16.478, Lon=129.948, Brightness=347.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12599,"Fire detection: Lat=-16.477, Lon=129.800, Brightness=345.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12600,"Fire detection: Lat=-16.477, Lon=129.933, Brightness=349.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12601,"Fire detection: Lat=-16.477, Lon=130.649, Brightness=350.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",0,2435
12602,"Fire detection: Lat=-16.477, Lon=130.585, Brightness=339.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12603,"Fire detection: Lat=-16.477, Lon=129.803, Brightness=356.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12604,"Fire detection: Lat=-16.476, Lon=130.653, Brightness=349.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12605,"Fire detection: Lat=-16.476, Lon=130.657, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12606,"Fire detection: Lat=-16.475, Lon=129.703, Brightness=349.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12607,"Fire detection: Lat=-16.474, Lon=129.799, Brightness=348.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12608,"Fire detection: Lat=-16.473, Lon=129.803, Brightness=350.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12609,"Fire detection: Lat=-16.473, Lon=129.895, Brightness=352.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12610,"Fire detection: Lat=-16.473, Lon=130.634, Brightness=343.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12611,"Fire detection: Lat=-16.473, Lon=130.656, Brightness=354.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12612,"Fire detection: Lat=-16.471, Lon=130.641, Brightness=355.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12613,"Fire detection: Lat=-16.471, Lon=129.706, Brightness=356.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12614,"Fire detection: Lat=-16.470, Lon=129.954, Brightness=346.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12615,"Fire detection: Lat=-16.469, Lon=129.917, Brightness=344.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12616,"Fire detection: Lat=-16.469, Lon=129.921, Brightness=349.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12617,"Fire detection: Lat=-16.467, Lon=129.798, Brightness=352.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12618,"Fire detection: Lat=-16.467, Lon=129.709, Brightness=355.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12619,"Fire detection: Lat=-16.465, Lon=130.659, Brightness=339.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12620,"Fire detection: Lat=-16.465, Lon=129.924, Brightness=347.9, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12621,"Fire detection: Lat=-16.465, Lon=130.663, Brightness=349.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12622,"Fire detection: Lat=-16.463, Lon=129.823, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12623,"Fire detection: Lat=-16.462, Lon=130.655, Brightness=342.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12624,"Fire detection: Lat=-16.462, Lon=130.658, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12625,"Fire detection: Lat=-16.461, Lon=130.662, Brightness=353.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12626,"Fire detection: Lat=-16.461, Lon=129.793, Brightness=351.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12627,"Fire detection: Lat=-16.461, Lon=129.949, Brightness=356.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12628,"Fire detection: Lat=-16.458, Lon=129.811, Brightness=348.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12629,"Fire detection: Lat=-16.458, Lon=129.948, Brightness=346.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12630,"Fire detection: Lat=-16.457, Lon=130.063, Brightness=343.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12631,"Fire detection: Lat=-16.456, Lon=130.544, Brightness=347.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12632,"Fire detection: Lat=-16.454, Lon=129.818, Brightness=348.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12633,"Fire detection: Lat=-16.452, Lon=129.718, Brightness=349.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12634,"Fire detection: Lat=-16.451, Lon=130.550, Brightness=350.0, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12635,"Fire detection: Lat=-16.451, Lon=129.858, Brightness=349.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12636,"Fire detection: Lat=-16.449, Lon=129.825, Brightness=354.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12637,"Fire detection: Lat=-16.449, Lon=129.828, Brightness=343.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12638,"Fire detection: Lat=-16.448, Lon=130.550, Brightness=353.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12639,"Fire detection: Lat=-16.448, Lon=129.858, Brightness=345.6, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12640,"Fire detection: Lat=-16.447, Lon=129.798, Brightness=348.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12641,"Fire detection: Lat=-16.446, Lon=129.824, Brightness=346.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12642,"Fire detection: Lat=-16.445, Lon=130.546, Brightness=351.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12643,"Fire detection: Lat=-16.445, Lon=129.854, Brightness=345.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12644,"Fire detection: Lat=-16.443, Lon=129.820, Brightness=345.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12645,"Fire detection: Lat=-16.441, Lon=129.794, Brightness=344.7, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12646,"Fire detection: Lat=-16.440, Lon=130.643, Brightness=348.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12647,"Fire detection: Lat=-16.432, Lon=129.740, Brightness=353.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12648,"Fire detection: Lat=-16.430, Lon=129.948, Brightness=347.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12649,"Fire detection: Lat=-16.429, Lon=129.736, Brightness=350.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12650,"Fire detection: Lat=-16.428, Lon=129.744, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12651,"Fire detection: Lat=-16.427, Lon=129.747, Brightness=345.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12652,"Fire detection: Lat=-16.426, Lon=129.754, Brightness=344.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12653,"Fire detection: Lat=-16.423, Lon=129.750, Brightness=367.0, Confidence=80.0%, Date=2025-09-06 459, Satellite=N",2,1924
12654,"Fire detection: Lat=-16.423, Lon=129.754, Brightness=356.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12655,"Fire detection: Lat=-16.419, Lon=129.753, Brightness=351.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12656,"Fire detection: Lat=-16.416, Lon=129.753, Brightness=356.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12657,"Fire detection: Lat=-16.416, Lon=129.756, Brightness=351.3, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12658,"Fire detection: Lat=-16.412, Lon=129.756, Brightness=352.1, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12659,"Fire detection: Lat=-16.402, Lon=129.824, Brightness=346.4, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",4,1714
12660,"Fire detection: Lat=-16.282, Lon=136.045, Brightness=335.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12661,"Fire detection: Lat=-16.274, Lon=136.062, Brightness=338.8, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
12662,"Fire detection: Lat=-16.269, Lon=136.065, Brightness=336.2, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",1,3468
12663,"Fire detection: Lat=-16.263, Lon=136.050, Brightness=343.5, Confidence=60.0%, Date=2025-09-06 459, Satellite=N",2,1924
